AircraftId,Date,AircraftType,Origin,Destination,DepartureAEST,ArrivalAEST,Duration,,,,,,,,,,,,,,,,,,,
FD596,5/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),10:47 pm,11:30 pm,43,,,,,,,,,,,,,,,,,,,
FD602,5/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Merredin (YMDN),11:09 pm,12:07 am,58,,,,,,,,,,,,,,,,,,,
FD624J,5/7/2022,PC24,Broome Int'l (BME / YBRM),Port Hedland Int'l (PHE / YPPD),11:26 pm,12:13 am,47,,,,,,,,,,,,,,,,,,,
FD607,5/7/2022,PC12,Broome Int'l (BME / YBRM),Kununurra (KNX / YPKU),11:31 pm,1:20 am,109,,,,,,,,,,,,,,,,,,,
FD416,5/7/2022,BE20,Townsville Int'l / RAAF (TSV / YBTL),Mount Isa (ISA / YBMA),11:31 pm,1:36 am,125,,,,,,,,,,,,,,,,,,,
FD278,5/7/2022,BE20,Ivanhoe (YIVO),Broken Hill (BHQ / YBHI),11:45 pm,12:26 am,41,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),12:04 am,12:44 am,40,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Kadina (YKDI),12:11 am,12:18 am,7,,,,,,,,,,,,,,,,,,,
FD601,6/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Narrogin (YNRG),12:35 am,1:55 am,80,,,,,,,,,,,,,,,,,,,
FD624J,6/7/2022,PC24,Kununurra (KNX / YPKU),Jandakot (JAD / YPJT),12:45 am,4:06 am,201,,,,,,,,,,,,,,,,,,,
FD849,6/7/2022,PC12,Ayers Rock (AYQ / YAYE),Alice Springs (ASP / YBAS),12:50 am,1:36 am,46,,,,,,,,,,,,,,,,,,,
FD608,6/7/2022,PC12,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),1:16 am,3:29 am,133,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:20 am,1:57 am,37,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),1:22 am,2:10 am,48,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),1:35 am,2:11 am,36,,,,,,,,,,,,,,,,,,,
FD607,6/7/2022,PC12,Kununurra (KNX / YPKU),Broome Int'l (BME / YBRM),2:02 am,3:45 am,103,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),2:06 am,3:12 am,66,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),2:10 am,4:16 am,126,,,,,,,,,,,,,,,,,,,
FD607,6/7/2022,Unknown,Broome Int'l (BME / YBRM),Broome Int'l (BME / YBRM),3:45 am,3:51 am,6,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),3:51 am,4:25 am,34,,,,,,,,,,,,,,,,,,,
FD624J,6/7/2022,PC24,Jandakot (JAD / YPJT),Broome Int'l (BME / YBRM),4:48 am,7:12 am,144,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),5:19 am,5:57 am,38,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),6:13 am,7:11 am,58,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Bundaberg (BDB / YBUD),Emerald (EMD / YEML),6:18 am,7:31 am,73,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),6:18 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),6:22 am,8:15 am,113,,,,,,,,,,,,,,,,,,,
FD493,6/7/2022,BE20,Windorah (WNR / YWDH),Birdsville (BVI / YBDV),6:23 am,7:13 am,50,,,,,,,,,,,,,,,,,,,
FD416,6/7/2022,BE20,Mount Isa (ISA / YBMA),Osborne Mine (YOSB),7:17 am,7:54 am,37,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),7:52 am,8:43 am,51,,,,,,,,,,,,,,,,,,,
FD416,6/7/2022,BE20,Osborne Mine (YOSB),Mount Isa (ISA / YBMA),8:14 am,8:41 am,27,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Rockhampton (ROK / YBRK),Hervey Bay (HVB / YHBA),8:38 am,9:16 am,38,,,,,,,,,,,,,,,,,,,
FD211,6/7/2022,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),8:43 am,9:32 am,49,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),8:52 am,9:22 am,30,,,,,,,,,,,,,,,,,,,
FD849,6/7/2022,PC12,Alice Springs (ASP / YBAS),Adelaide Int'l (ADL / YPAD),9:51 am,1:04 pm,193,,,,,,,,,,,,,,,,,,,
FD856,6/7/2022,PC12,Alice Springs (ASP / YBAS),Adelaide Int'l (ADL / YPAD),9:51 am,1:04 pm,193,,,,,,,,,,,,,,,,,,,
FD543,6/7/2022,PC12,Port Augusta (PUG / YPAG),Glendambo (YGLD),10:03 am,10:47 am,44,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),10:06 am,10:43 am,37,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),10:55 am,11:44 am,49,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),11:06 am,12:14 pm,68,,,,,,,,,,,,,,,,,,,
FD449,6/7/2022,B350,Rockhampton (ROK / YBRK),Gladstone (GLT / YGLA),11:11 am,11:25 am,14,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),11:18 am,12:42 pm,84,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Warburton (YWBR),11:22 am,12:52 pm,90,,,,,,,,,,,,,,,,,,,
FD619,6/7/2022,PC12,Meekatharra (MKR / YMEK),Carnarvon (CVQ / YCAR),11:34 am,1:02 pm,88,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),11:51 am,12:26 pm,35,,,,,,,,,,,,,,,,,,,
FD467,6/7/2022,BE20,Brisbane (BNE / YBBN),Emerald (EMD / YEML),11:52 am,1:29 pm,97,,,,,,,,,,,,,,,,,,,
FD630J,6/7/2022,PC24,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),12:14 pm,1:05 pm,51,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),12:39 pm,2:15 pm,96,,,,,,,,,,,,,,,,,,,
FD493,6/7/2022,BE20,Birdsville (BVI / YBDV),Birdsville (BVI / YBDV),12:53 pm,1:25 pm,32,,,,,,,,,,,,,,,,,,,
FD423,6/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mount Isa (ISA / YBMA),1:04 pm,2:56 pm,112,,,,,,,,,,,,,,,,,,,
FD543,6/7/2022,PC12,Glendambo (YGLD),Kingoonya (YKGA),1:22 pm,1:37 pm,15,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),1:25 pm,2:01 pm,36,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Warburton (YWBR),Blackstone Range (YBSR),1:30 pm,1:56 pm,26,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Warburton (YWBR),Kalgoorlie-Boulder (KGI / YPKG),1:30 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD607,6/7/2022,PC12,Broome Int'l (BME / YBRM),Halls Creek (HCQ / YHLC),1:47 pm,3:12 pm,85,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Brisbane (BNE / YBBN),Monto (YMTO),1:49 pm,2:49 pm,60,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Coober Pedy (CPD / YCBP),1:49 pm,3:38 pm,109,,,,,,,,,,,,,,,,,,,
FD449,6/7/2022,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),1:59 pm,2:59 pm,60,,,,,,,,,,,,,,,,,,,
FD467,6/7/2022,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),2:01 pm,2:34 pm,33,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),2:02 pm,2:41 pm,39,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),2:03 pm,2:42 pm,39,,,,,,,,,,,,,,,,,,,
FD619,6/7/2022,PC12,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),2:08 pm,4:17 pm,129,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),2:29 pm,3:41 pm,72,,,,,,,,,,,,,,,,,,,
FD849,6/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Alice Springs (ASP / YBAS),2:41 pm,5:38 pm,177,,,,,,,,,,,,,,,,,,,
FD856,6/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Alice Springs (ASP / YBAS),2:41 pm,5:38 pm,177,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),2:44 pm,3:11 pm,27,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Blackstone Range (YBSR),Leonora (LNO / YLEO),2:58 pm,4:48 pm,110,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Blackstone Range (YBSR),Kalgoorlie-Boulder (KGI / YPKG),2:58 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Monto (YMTO),Bundaberg (BDB / YBUD),3:06 pm,3:25 pm,19,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Monto (YMTO),Bundaberg (BDB / YBUD),3:06 pm,3:25 pm,19,,,,,,,,,,,,,,,,,,,
FD478,6/7/2022,BE20,Hervey Bay (HVB / YHBA),Rockhampton (ROK / YBRK),3:13 pm,4:07 pm,54,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Meekatharra (MKR / YMEK),Jandakot (JAD / YPJT),3:13 pm,4:57 pm,104,,,,,,,,,,,,,,,,,,,
FD493,6/7/2022,BE20,Birdsville (BVI / YBDV),Charleville (CTL / YBCV),3:18 pm,4:35 pm,77,,,,,,,,,,,,,,,,,,,
FD543,6/7/2022,PC12,Kingoonya (YKGA),Bulgunnia (YBUL),3:43 pm,4:01 pm,18,,,,,,,,,,,,,,,,,,,
FD213,6/7/2022,BE20,Dubbo (DBO / YSDU),Broken Hill (BHQ / YBHI),3:45 pm,5:29 pm,104,,,,,,,,,,,,,,,,,,,
FD607,6/7/2022,PC12,Halls Creek (HCQ / YHLC),One Arm Point (YOAP),3:49 pm,5:04 pm,75,,,,,,,,,,,,,,,,,,,
FD467,6/7/2022,BE20,Rockhampton (ROK / YBRK),Maroochydore/Sunshine Coast (MCY / YBSU),3:52 pm,4:54 pm,62,,,,,,,,,,,,,,,,,,,
FD211,6/7/2022,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),3:53 pm,4:41 pm,48,,,,,,,,,,,,,,,,,,,
FD423,6/7/2022,B350,Mount Isa (ISA / YBMA),Hughenden (HGD / YHUG),4:12 pm,5:14 pm,62,,,,,,,,,,,,,,,,,,,
FD596,6/7/2022,PC12,Coober Pedy (CPD / YCBP),Adelaide Int'l (ADL / YPAD),4:22 pm,6:03 pm,101,,,,,,,,,,,,,,,,,,,
FD543,6/7/2022,PC12,Bulgunnia (YBUL),William Creek (YWMC),5:00 pm,5:40 pm,40,,,,,,,,,,,,,,,,,,,
FD608,6/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Jandakot (JAD / YPJT),5:12 pm,6:48 pm,96,,,,,,,,,,,,,,,,,,,
FD602,6/7/2022,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),5:14 pm,5:47 pm,33,,,,,,,,,,,,,,,,,,,
FD467,6/7/2022,BE20,Maroochydore/Sunshine Coast (MCY / YBSU),Brisbane (BNE / YBBN),5:16 pm,5:34 pm,18,,,,,,,,,,,,,,,,,,,
FD449,6/7/2022,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),5:21 pm,6:42 pm,81,,,,,,,,,,,,,,,,,,,
FD619,6/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),5:37 pm,7:12 pm,95,,,,,,,,,,,,,,,,,,,
FD607,6/7/2022,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),5:39 pm,6:09 pm,30,,,,,,,,,,,,,,,,,,,
FD423,6/7/2022,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),5:47 pm,6:27 pm,40,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),6:13 pm,7:00 pm,47,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Winton (WIN / YWTN),6:48 pm,8:07 pm,79,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Jandakot (JAD / YPJT),Wyalkatchem (YWKM),6:59 pm,7:27 pm,28,,,,,,,,,,,,,,,,,,,
FD489,6/7/2022,BE20,Rockhampton (ROK / YBRK),Mackay (MKY / YBMK),7:33 pm,8:17 pm,44,,,,,,,,,,,,,,,,,,,
FD874,6/7/2022,PC12,Darwin Int'l / RAAF (DRW / YPDN),Snake Bay (SNB / YSNK),7:44 pm,8:47 pm,63,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Wyalkatchem (YWKM),Jandakot (JAD / YPJT),7:56 pm,8:34 pm,38,,,,,,,,,,,,,,,,,,,
FD601,6/7/2022,PC12,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),7:58 pm,9:10 pm,72,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),8:07 pm,8:42 pm,35,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),8:19 pm,9:40 pm,81,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Winton (WIN / YWTN),Townsville Int'l / RAAF (TSV / YBTL),8:35 pm,9:36 pm,61,,,,,,,,,,,,,,,,,,,
FD874,6/7/2022,PC12,Snake Bay (SNB / YSNK),Darwin Int'l / RAAF (DRW / YPDN),8:46 pm,9:11 pm,25,,,,,,,,,,,,,,,,,,,
FD489,6/7/2022,BE20,Mackay (MKY / YBMK),Rockhampton (ROK / YBRK),8:50 pm,9:29 pm,39,,,,,,,,,,,,,,,,,,,
FD489,6/7/2022,BE20,Mackay (MKY / YBMK),Brisbane (BNE / YBBN),8:50 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Goondiwindi (GOO / YGDI),Saint George (SGO / YSGE),9:14 pm,9:42 pm,28,,,,,,,,,,,,,,,,,,,
AM273,6/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),9:28 pm,10:01 pm,33,,,,,,,,,,,,,,,,,,,
FD624J,6/7/2022,PC24,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),9:45 pm,10:28 pm,43,,,,,,,,,,,,,,,,,,,
FD489,6/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),9:51 pm,11:00 pm,69,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:52 pm,10:35 pm,43,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Saint George (SGO / YSGE),Wellcamp Airport (WTB / YBWW),10:20 pm,11:01 pm,41,,,,,,,,,,,,,,,,,,,
FD480,6/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),10:35 pm,11:29 pm,54,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Jandakot (JAD / YPJT),Jurien Bay (YJUR),10:38 pm,11:14 pm,36,,,,,,,,,,,,,,,,,,,
FD624J,6/7/2022,PC24,Fitzroy Crossing (FIZ / YFTZ),Kununurra (KNX / YPKU),10:59 pm,11:43 pm,44,,,,,,,,,,,,,,,,,,,
FD425,6/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:17 pm,12:03 am,46,,,,,,,,,,,,,,,,,,,
FD456,6/7/2022,BE20,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),11:28 pm,11:56 pm,28,,,,,,,,,,,,,,,,,,,
FD617,6/7/2022,PC12,Jurien Bay (YJUR),Jandakot (JAD / YPJT),11:35 pm,12:11 am,36,,,,,,,,,,,,,,,,,,,
FD489,6/7/2022,BE20,Brisbane (BNE / YBBN),Blackwater (BLT / YBTR),11:51 pm,1:24 am,93,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),12:00 am,12:43 am,43,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Kingscote (KGC / YKSC),12:11 am,12:37 am,26,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Kadina (YKDI),Adelaide Int'l (ADL / YPAD),1:15 am,1:38 am,23,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Blackwater (BLT / YBTR),Rockhampton (ROK / YBRK),1:40 am,2:05 am,25,,,,,,,,,,,,,,,,,,,
FD601,7/7/2022,PC12,Narrogin (YNRG),Jandakot (JAD / YPJT),3:01 am,3:27 am,26,,,,,,,,,,,,,,,,,,,
FD617,7/7/2022,PC12,Jandakot (JAD / YPJT),Bunbury (BUY / YBUN),3:14 am,4:01 am,47,,,,,,,,,,,,,,,,,,,
FD601,7/7/2022,PC12,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),4:12 am,5:23 am,71,,,,,,,,,,,,,,,,,,,
FD608,7/7/2022,PC12,Carnarvon (CVQ / YCAR),Shark Bay (MJK / YSHK),4:14 am,4:42 am,28,,,,,,,,,,,,,,,,,,,
FD608,7/7/2022,PC12,Shark Bay (MJK / YSHK),Jandakot (JAD / YPJT),5:07 am,6:51 am,104,,,,,,,,,,,,,,,,,,,
FD624J,7/7/2022,PC24,Jandakot (JAD / YPJT),Broome Int'l (BME / YBRM),5:26 am,7:46 am,140,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),7:04 am,8:21 am,77,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Sydney (SYD / YSSY),Moree (MRZ / YMOR),7:04 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Rockhampton (ROK / YBRK),Gladstone (GLT / YGLA),7:19 am,7:33 am,14,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Winton (WIN / YWTN),7:37 am,8:51 am,74,,,,,,,,,,,,,,,,,,,
FD617,7/7/2022,PC12,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),7:45 am,8:12 am,27,,,,,,,,,,,,,,,,,,,
FD624J,7/7/2022,Unknown,Broome Int'l (BME / YBRM),Broome Int'l (BME / YBRM),7:46 am,7:59 am,13,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),7:48 am,8:34 am,46,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Brisbane (BNE / YBBN),Roma (RMA / YROM),8:11 am,9:15 am,64,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),8:11 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),8:50 am,9:34 am,44,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Winton (WIN / YWTN),Hughenden (HGD / YHUG),9:22 am,9:48 am,26,,,,,,,,,,,,,,,,,,,
FD211,7/7/2022,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),9:22 am,10:12 am,50,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),9:36 am,10:32 am,56,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:49 am,10:21 am,32,,,,,,,,,,,,,,,,,,,
FD619,7/7/2022,PC12,Meekatharra (MKR / YMEK),Wiluna (WUN / YWLU),9:51 am,10:16 am,25,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Roma (RMA / YROM),Mitchell (YMIT),10:01 am,10:15 am,14,,,,,,,,,,,,,,,,,,,
FD423,7/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),10:08 am,10:56 am,48,,,,,,,,,,,,,,,,,,,
FD601,7/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Laverton (LVO / YLTN),10:12 am,10:54 am,42,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Naracoorte (NAC / YNRC),Mount Gambier (MGB / YMTG),10:15 am,10:31 am,16,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Naracoorte (NAC / YNRC),Adelaide Int'l (ADL / YPAD),10:15 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD427,7/7/2022,B350,Stanthorpe (SNH / YSPE),Brisbane (BNE / YBBN),10:25 am,11:09 am,44,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),10:26 am,11:12 am,46,,,,,,,,,,,,,,,,,,,
FD619,7/7/2022,PC12,Wiluna (WUN / YWLU),Laverton (LVO / YLTN),10:34 am,11:17 am,43,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Mitchell (YMIT),Goondiwindi (GOO / YGDI),10:37 am,11:20 am,43,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),11:01 am,11:29 am,28,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Thargomindah (XTG / YTGM),Birdsville (BVI / YBDV),11:07 am,12:21 pm,74,,,,,,,,,,,,,,,,,,,
FD467,7/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),11:08 am,12:27 pm,79,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:20 am,12:19 pm,59,,,,,,,,,,,,,,,,,,,
FD601,7/7/2022,PC12,Laverton (LVO / YLTN),Jandakot (JAD / YPJT),11:22 am,1:14 pm,112,,,,,,,,,,,,,,,,,,,
FD423,7/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),11:27 am,12:07 pm,40,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Rockhampton (ROK / YBRK),Maryborough (MBH / YMYB),11:27 am,12:12 pm,45,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:42 am,12:25 pm,43,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Goondiwindi (GOO / YGDI),Wellcamp Airport (WTB / YBWW),12:00 pm,12:36 pm,36,,,,,,,,,,,,,,,,,,,
FD619,7/7/2022,PC12,Laverton (LVO / YLTN),Jandakot (JAD / YPJT),12:08 pm,1:59 pm,111,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Maryborough (MBH / YMYB),Goondiwindi (GOO / YGDI),12:51 pm,1:57 pm,66,,,,,,,,,,,,,,,,,,,
FD607,7/7/2022,PC12,Broome Int'l (BME / YBRM),Billiluna (YBIL),1:00 pm,2:28 pm,88,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Dysart (DYA / YDYS),1:15 pm,2:10 pm,55,,,,,,,,,,,,,,,,,,,
FD467,7/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:15 pm,2:20 pm,65,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Birdsville (BVI / YBDV),Roma (RMA / YROM),1:20 pm,3:05 pm,105,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),1:22 pm,2:02 pm,40,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Wellcamp Airport (WTB / YBWW),Miles Airport (WLE / YMLS),1:25 pm,2:00 pm,35,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Sydney (SYD / YSSY),Canberra Int'l (CBR / YSCB),1:33 pm,2:10 pm,37,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Essendon (MEB / YMEN),1:35 pm,3:05 pm,90,,,,,,,,,,,,,,,,,,,
FD601,7/7/2022,PC12,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),2:09 pm,3:22 pm,73,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),2:25 pm,3:10 pm,45,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Dysart (DYA / YDYS),Mackay (MKY / YBMK),2:32 pm,3:00 pm,28,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),2:42 pm,3:25 pm,43,,,,,,,,,,,,,,,,,,,
FD543,7/7/2022,PC12,Todmorden (YTDM),Mungeranie (MNE / YMUG),2:54 pm,3:50 pm,56,,,,,,,,,,,,,,,,,,,
