AircraftId,Date,AircraftType,Origin,Destination,DepartureAEST,ArrivalAEST,Duration,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Gladstone (GLT / YGLA),Hervey Bay (HVB / YHBA),9:16 am,9:50 am,34,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Birdsville (BVI / YBDV),Mount Isa (ISA / YBMA),9:25 am,10:40 am,75,,,,,,,,,,,,,,,,,,,
FD456,9/7/2022,BE20,Roma (RMA / YROM),Longreach (YLRE),9:33 am,10:53 am,80,,,,,,,,,,,,,,,,,,,
FD480,9/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),9:47 am,10:32 am,45,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),10:50 am,11:30 am,40,,,,,,,,,,,,,,,,,,,
FD602,9/7/2022,PC12,Jandakot (JAD / YPJT),Shark Bay (MJK / YSHK),11:04 am,12:57 pm,113,,,,,,,,,,,,,,,,,,,
FD456,9/7/2022,BE20,Longreach (YLRE),Rockhampton (ROK / YBRK),11:19 am,12:28 pm,69,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Wagga Wagga (WGA / YSWG),Sydney (SYD / YSSY),11:21 am,12:10 pm,49,,,,,,,,,,,,,,,,,,,
FD607,9/7/2022,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),11:27 am,11:58 am,31,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),11:36 am,12:22 pm,46,,,,,,,,,,,,,,,,,,,
FD427,9/7/2022,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:37 am,12:10 pm,33,,,,,,,,,,,,,,,,,,,
FD534,9/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),11:40 am,12:13 pm,33,,,,,,,,,,,,,,,,,,,
FD480,9/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mount Isa (ISA / YBMA),11:45 am,1:39 pm,114,,,,,,,,,,,,,,,,,,,
FD607,9/7/2022,PC12,Derby (DRB / YDBY),Newman (ZNE / YNWN),12:33 pm,2:26 pm,113,,,,,,,,,,,,,,,,,,,
FD619,9/7/2022,PC12,Meekatharra (MKR / YMEK),Newman (ZNE / YNWN),12:38 pm,1:37 pm,59,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),12:46 pm,1:41 pm,55,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),12:56 pm,1:35 pm,39,,,,,,,,,,,,,,,,,,,
FD467,9/7/2022,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),1:04 pm,1:35 pm,31,,,,,,,,,,,,,,,,,,,
FD449,9/7/2022,B350,Rockhampton (ROK / YBRK),Townsville Int'l / RAAF (TSV / YBTL),1:05 pm,2:42 pm,97,,,,,,,,,,,,,,,,,,,
FD602,9/7/2022,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),1:29 pm,2:18 pm,49,,,,,,,,,,,,,,,,,,,
FD480,9/7/2022,B350,Mount Isa (ISA / YBMA),Townsville Int'l / RAAF (TSV / YBTL),1:59 pm,3:27 pm,88,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Hervey Bay (HVB / YHBA),Gayndah (GAH / YGAY),2:25 pm,2:46 pm,21,,,,,,,,,,,,,,,,,,,
FD493,9/7/2022,BE20,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),2:36 pm,3:15 pm,39,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),2:52 pm,3:36 pm,44,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Gayndah (GAH / YGAY),Bundaberg (BDB / YBUD),3:01 pm,3:18 pm,17,,,,,,,,,,,,,,,,,,,
FD619,9/7/2022,PC12,Newman (ZNE / YNWN),Jandakot (JAD / YPJT),3:01 pm,6:09 pm,188,,,,,,,,,,,,,,,,,,,
FD467,9/7/2022,BE20,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),3:07 pm,3:34 pm,27,,,,,,,,,,,,,,,,,,,
FD493,9/7/2022,BE20,Cunnamulla (CMA / YCMU),Charleville (CTL / YBCV),3:49 pm,4:17 pm,28,,,,,,,,,,,,,,,,,,,
FD534,9/7/2022,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),4:08 pm,4:44 pm,36,,,,,,,,,,,,,,,,,,,
FD617,9/7/2022,PC12,Jandakot (JAD / YPJT),Narrogin (YNRG),4:14 pm,4:43 pm,29,,,,,,,,,,,,,,,,,,,
FD607,9/7/2022,PC12,Newman (ZNE / YNWN),Port Hedland Int'l (PHE / YPPD),4:14 pm,5:08 pm,54,,,,,,,,,,,,,,,,,,,
FD602,9/7/2022,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),4:19 pm,5:22 pm,63,,,,,,,,,,,,,,,,,,,
FD449,9/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Rockhampton (ROK / YBRK),4:42 pm,5:56 pm,74,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),4:56 pm,5:27 pm,31,,,,,,,,,,,,,,,,,,,
FD467,9/7/2022,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),5:46 pm,6:16 pm,30,,,,,,,,,,,,,,,,,,,
FD534,9/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Coober Pedy (CPD / YCBP),5:51 pm,7:21 pm,90,,,,,,,,,,,,,,,,,,,
FD580,9/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Coober Pedy (CPD / YCBP),5:51 pm,7:21 pm,90,,,,,,,,,,,,,,,,,,,
FD607,9/7/2022,PC12,Port Hedland Int'l (PHE / YPPD),Broome Int'l (BME / YBRM),5:55 pm,7:05 pm,70,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),6:10 pm,6:41 pm,31,,,,,,,,,,,,,,,,,,,
FD467,9/7/2022,BE20,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),6:53 pm,7:22 pm,29,,,,,,,,,,,,,,,,,,,
FD617,9/7/2022,PC12,Narrogin (YNRG),Jandakot (JAD / YPJT),6:54 pm,7:29 pm,35,,,,,,,,,,,,,,,,,,,
FD427,9/7/2022,B350,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),7:21 pm,8:10 pm,49,,,,,,,,,,,,,,,,,,,
FD449,9/7/2022,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),7:40 pm,8:17 pm,37,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Mount Isa (ISA / YBMA),Mornington Island (ONG / YMTI),7:40 pm,8:40 pm,60,,,,,,,,,,,,,,,,,,,
FD619,9/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),8:05 pm,9:39 pm,94,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Bundaberg (BDB / YBUD),Dalby (DBY / YDAY),8:33 pm,9:17 pm,44,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Sydney (SYD / YSSY),Kempsey (KPS / YKMP),8:50 pm,9:41 pm,51,,,,,,,,,,,,,,,,,,,
FD449,9/7/2022,B350,Emerald (EMD / YEML),Brisbane (BNE / YBBN),9:03 pm,10:15 pm,72,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Mornington Island (ONG / YMTI),Normanton (YNTN),9:04 pm,9:39 pm,35,,,,,,,,,,,,,,,,,,,
FD602,9/7/2022,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),9:16 pm,10:00 pm,44,,,,,,,,,,,,,,,,,,,
FD427,9/7/2022,B350,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),9:33 pm,10:25 pm,52,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Dalby (DBY / YDAY),Toowoomba (YTWB),10:06 pm,10:21 pm,15,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),10:16 pm,11:17 pm,61,,,,,,,,,,,,,,,,,,,
FD534,9/7/2022,PC12,Coober Pedy (CPD / YCBP),Adelaide Int'l (ADL / YPAD),10:44 pm,12:39 am,115,,,,,,,,,,,,,,,,,,,
FD580,9/7/2022,PC12,Coober Pedy (CPD / YCBP),Adelaide Int'l (ADL / YPAD),10:44 pm,12:39 am,115,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Kempsey (KPS / YKMP),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),10:50 pm,11:25 pm,35,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),11:38 pm,12:05 am,27,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),12:26 am,2:20 am,114,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),12:44 am,1:10 am,26,,,,,,,,,,,,,,,,,,,
FD630J,10/7/2022,PC24,Jandakot (JAD / YPJT),Karratha (KTA / YPKA),12:45 am,2:36 am,111,,,,,,,,,,,,,,,,,,,
FD449,10/7/2022,B350,Brisbane (BNE / YBBN),Emerald (EMD / YEML),1:14 am,2:42 am,88,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Mount Isa (ISA / YBMA),Cloncurry (CNJ / YCCY),1:18 am,1:38 am,20,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Cloncurry (CNJ / YCCY),Mount Isa (ISA / YBMA),2:12 am,2:37 am,25,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:40 am,3:24 am,44,,,,,,,,,,,,,,,,,,,
FD449,10/7/2022,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),3:02 am,3:32 am,30,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),3:29 am,3:55 am,26,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),4:39 am,5:09 am,30,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Jandakot (JAD / YPJT),Rottnest Island (RTS / YRTI),5:37 am,5:45 am,8,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,Unknown,Rottnest Island (RTS / YRTI),Jandakot (JAD / YPJT),6:24 am,6:33 am,9,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),6:48 am,7:32 am,44,,,,,,,,,,,,,,,,,,,
FD449,10/7/2022,B350,Rockhampton (ROK / YBRK),Blackall (BKQ / YBCK),7:02 am,8:17 am,75,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),7:32 am,8:10 am,38,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),7:41 am,8:25 am,44,,,,,,,,,,,,,,,,,,,
FD467,10/7/2022,BE20,Brisbane (BNE / YBBN),Maungindi (YMGI),7:52 am,8:54 am,62,,,,,,,,,,,,,,,,,,,
FD849,10/7/2022,PC12,Alice Springs (ASP / YBAS),Marla (YALA),8:00 am,9:04 am,64,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:25 am,9:09 am,44,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Cunnamulla (CMA / YCMU),Mitchell (YMIT),8:37 am,9:21 am,44,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Port Macquarie (PQQ / YPMQ),Sydney (SYD / YSSY),8:39 am,9:27 am,48,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),9:06 am,9:46 am,40,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Clare Valley (YCVA),9:34 am,10:01 am,27,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),9:57 am,10:32 am,35,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Mitchell (YMIT),Toowoomba (YTWB),9:59 am,10:53 am,54,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Brisbane (BNE / YBBN),10:13 am,12:25 pm,132,,,,,,,,,,,,,,,,,,,
FD480,10/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),10:24 am,11:10 am,46,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),10:24 am,11:25 am,61,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:00 am,11:37 am,37,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Rockhampton (ROK / YBRK),Longreach (YLRE),11:07 am,12:44 pm,97,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),11:16 am,12:42 pm,86,,,,,,,,,,,,,,,,,,,
FD849,10/7/2022,PC12,Marla (YALA),Alice Springs (ASP / YBAS),11:17 am,12:18 pm,61,,,,,,,,,,,,,,,,,,,
FD467,10/7/2022,BE20,Maungindi (YMGI),Toowoomba (YTWB),11:26 am,12:11 pm,45,,,,,,,,,,,,,,,,,,,
FD449,10/7/2022,B350,Blackall (BKQ / YBCK),Rockhampton (ROK / YBRK),11:32 am,12:34 pm,62,,,,,,,,,,,,,,,,,,,
FD480,10/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),11:36 am,12:34 pm,58,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Toowoomba (YTWB),Texas (YTEX),11:49 am,12:13 pm,24,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Texas (YTEX),Toowoomba (YTWB),12:34 pm,12:57 pm,23,,,,,,,,,,,,,,,,,,,
FD619,10/7/2022,PC12,Meekatharra (MKR / YMEK),Jandakot (JAD / YPJT),12:36 pm,2:16 pm,100,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Clare Valley (YCVA),Adelaide Int'l (ADL / YPAD),12:51 pm,1:15 pm,24,,,,,,,,,,,,,,,,,,,
FD237,10/7/2022,BE20,Broken Hill (BHQ / YBHI),Orange (OAG / YORG),12:58 pm,2:39 pm,101,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Mount Isa (ISA / YBMA),Marqua (MQE / YMQA),1:13 pm,1:59 pm,46,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Sydney (SYD / YSSY),Moree (MRZ / YMOR),1:19 pm,2:25 pm,66,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Longreach (YLRE),Taroom (XTO / YTAM),1:26 pm,2:51 pm,85,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Longreach (YLRE),Brisbane (BNE / YBBN),1:26 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:38 pm,2:46 pm,68,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Toowoomba (YTWB),Charleville (CTL / YBCV),1:53 pm,3:14 pm,81,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Geraldton (GET / YGEL),Bunbury (BUY / YBUN),1:58 pm,3:13 pm,75,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Brisbane (BNE / YBBN),Gayndah (GAH / YGAY),1:59 pm,2:37 pm,38,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),1:59 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD480,10/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cooktown (CTN / YCKN),2:05 pm,3:10 pm,65,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Brisbane (BNE / YBBN),Townsville Int'l / RAAF (TSV / YBTL),2:12 pm,4:43 pm,151,,,,,,,,,,,,,,,,,,,
FD467,10/7/2022,BE20,Toowoomba (YTWB),Bundaberg (BDB / YBUD),2:13 pm,2:51 pm,38,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Marqua (MQE / YMQA),Mount Isa (ISA / YBMA),2:42 pm,3:27 pm,45,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Ceduna (CED / YCDU),2:42 pm,4:06 pm,84,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Ceduna (CED / YCDU),2:42 pm,4:06 pm,84,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Moree (MRZ / YMOR),Tamworth (TMW / YSTW),2:48 pm,3:18 pm,30,,,,,,,,,,,,,,,,,,,
FD237,10/7/2022,BE20,Orange (OAG / YORG),Sydney (SYD / YSSY),3:02 pm,3:50 pm,48,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Gayndah (GAH / YGAY),Bundaberg (BDB / YBUD),3:06 pm,3:24 pm,18,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Taroom (XTO / YTAM),Toowoomba (YTWB),3:13 pm,3:54 pm,41,,,,,,,,,,,,,,,,,,,
FD480,10/7/2022,B350,Cooktown (CTN / YCKN),Cairns Int'l (CNS / YBCS),3:24 pm,3:50 pm,26,,,,,,,,,,,,,,,,,,,
FD596,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Adelaide Int'l (ADL / YPAD),3:24 pm,4:10 pm,46,,,,,,,,,,,,,,,,,,,
FD596,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),3:24 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD467,10/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),3:40 pm,4:24 pm,44,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Tamworth (TMW / YSTW),Coffs Harbour (YCFS),4:01 pm,4:38 pm,37,,,,,,,,,,,,,,,,,,,
FD619,10/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),4:12 pm,5:45 pm,93,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Mount Isa (ISA / YBMA),Cloncurry (CNJ / YCCY),4:34 pm,4:58 pm,24,,,,,,,,,,,,,,,,,,,
FD480,10/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),4:38 pm,5:23 pm,45,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),4:44 pm,5:25 pm,41,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),4:44 pm,5:25 pm,41,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),4:54 pm,5:17 pm,23,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Brisbane (BNE / YBBN),Brisbane (BNE / YBBN),4:55 pm,6:26 pm,91,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),4:55 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD237,10/7/2022,BE20,Sydney (SYD / YSSY),Broken Hill (BHQ / YBHI),4:58 pm,7:01 pm,123,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),5:09 pm,5:37 pm,28,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Coffs Harbour (YCFS),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),5:17 pm,6:03 pm,46,,,,,,,,,,,,,,,,,,,
FD607,10/7/2022,PC12,Broome Int'l (BME / YBRM),Kununurra (KNX / YPKU),5:21 pm,7:11 pm,110,,,,,,,,,,,,,,,,,,,
FD596,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Maitland (YMLD),5:27 pm,5:50 pm,23,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Cloncurry (CNJ / YCCY),Mount Isa (ISA / YBMA),5:29 pm,5:48 pm,19,,,,,,,,,,,,,,,,,,,
FD624J,10/7/2022,PC24,Broome Int'l (BME / YBRM),Karratha (KTA / YPKA),5:53 pm,6:56 pm,63,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),5:54 pm,6:26 pm,32,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),5:55 pm,6:32 pm,37,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),5:55 pm,6:32 pm,37,,,,,,,,,,,,,,,,,,,
FD596,10/7/2022,PC12,Maitland (YMLD),Adelaide Int'l (ADL / YPAD),6:38 pm,6:58 pm,20,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),6:39 pm,7:13 pm,34,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),6:44 pm,7:41 pm,57,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,Unknown,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),7:04 pm,8:12 pm,68,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),7:14 pm,7:28 pm,14,,,,,,,,,,,,,,,,,,,
FD607,10/7/2022,PC12,Kununurra (KNX / YPKU),Broome Int'l (BME / YBRM),7:37 pm,9:15 pm,98,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Tumby Bay (YTBB),8:07 pm,8:50 pm,43,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Tumby Bay (YTBB),8:07 pm,8:50 pm,43,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Moranbah (MOV / YMRB),8:19 pm,9:14 pm,55,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),8:30 pm,9:29 pm,59,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Charleville (CTL / YBCV),Toowoomba (YTWB),8:36 pm,9:54 pm,78,,,,,,,,,,,,,,,,,,,
FD609,10/7/2022,PC12,Broome Int'l (BME / YBRM),Karratha (KTA / YPKA),8:45 pm,10:22 pm,97,,,,,,,,,,,,,,,,,,,
FD416,10/7/2022,BE20,Mount Isa (ISA / YBMA),Mornington Island (ONG / YMTI),8:53 pm,9:50 pm,57,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Sydney (SYD / YSSY),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:15 pm,9:43 pm,28,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Sydney (SYD / YSSY),Kempsey (KPS / YKMP),9:15 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Hervey Bay (HVB / YHBA),Maroochydore/Sunshine Coast (MCY / YBSU),9:17 pm,9:43 pm,26,,,,,,,,,,,,,,,,,,,
FD602,10/7/2022,PC12,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),9:23 pm,11:21 pm,118,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Tumby Bay (YTBB),Kadina (YKDI),9:30 pm,9:53 pm,23,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Tumby Bay (YTBB),Kadina (YKDI),9:30 pm,9:53 pm,23,,,,,,,,,,,,,,,,,,,
FD425,10/7/2022,BE20,Maroochydore/Sunshine Coast (MCY / YBSU),Brisbane (BNE / YBBN),10:07 pm,10:26 pm,19,,,,,,,,,,,,,,,,,,,
AM273,10/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Coonabarabran (COJ / YCBB),10:11 pm,10:59 pm,48,,,,,,,,,,,,,,,,,,,
FD423,10/7/2022,B350,Moranbah (MOV / YMRB),Mackay (MKY / YBMK),10:13 pm,10:38 pm,25,,,,,,,,,,,,,,,,,,,
FD456,10/7/2022,BE20,Rockhampton (ROK / YBRK),Longreach (YLRE),10:21 pm,12:01 am,100,,,,,,,,,,,,,,,,,,,
FD534,10/7/2022,PC12,Kadina (YKDI),Adelaide Int'l (ADL / YPAD),10:37 pm,10:58 pm,21,,,,,,,,,,,,,,,,,,,
FD580,10/7/2022,PC12,Kadina (YKDI),Adelaide Int'l (ADL / YPAD),10:37 pm,10:58 pm,21,,,,,,,,,,,,,,,,,,,
FD609,10/7/2022,PC12,Karratha (KTA / YPKA),Broome Int'l (BME / YBRM),11:06 pm,12:47 am,101,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Toowoomba (YTWB),Kingaroy (KGY / YKRY),11:21 pm,11:39 pm,18,,,,,,,,,,,,,,,,,,,
FD493,10/7/2022,BE20,Toowoomba (YTWB),Charleville (CTL / YBCV),11:21 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD427,10/7/2022,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),11:25 pm,12:38 am,73,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Mornington Island (ONG / YMTI),Townsville Int'l / RAAF (TSV / YBTL),12:04 am,1:52 am,108,,,,,,,,,,,,,,,,,,,
FD493,11/7/2022,BE20,Kingaroy (KGY / YKRY),Toowoomba (YTWB),12:09 am,12:29 am,20,,,,,,,,,,,,,,,,,,,
FD423,11/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),12:15 am,1:07 am,52,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),12:24 am,1:05 am,41,,,,,,,,,,,,,,,,,,,
